track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
51089,Mika Singh;Ali Quli Mirza,Ishqam,Ishqam,70,194418,False,0.735,0.839,-4.263,0,0.0381,0.129,0.0,0.41,0.609,100.017,hip-hop
51090,Tegi Pannu;Manni Sandhu,Untouchable,Untouchable,69,153210,False,0.658,0.603,-6.552,0,0.0676,0.472,0.0,0.124,0.519,146.864,hip-hop
51092,Neeraj Shridhar;Kavita Seth,Cocktail (Original Motion Picture Soundtrack),Tum Hi Ho Bandhu,71,283693,False,0.715,0.89,-5.438,0,0.051,0.00111,0.000837,0.0297,0.891,134.994,hip-hop
51093,Anirudh Ravichander;Ravi G;Shashaa Tirupati,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")","Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",69,243570,False,0.401,0.488,-8.417,1,0.0288,0.6,0.0,0.124,0.455,149.951,hip-hop
51094,Sachin-Jigar;Rashmeet Kaur;Shamur;IP Singh,"Nadiyon Paar (Let the Music Play Again) [From ""Roohi""]","Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",69,164045,False,0.875,0.846,-5.276,1,0.0716,0.137,1.15e-05,0.123,0.697,114.981,hip-hop
51095,Anirudh Ravichander,"Beast Mode (From ""Beast"")","Beast Mode (From ""Beast"")",66,220350,False,0.584,0.847,-5.106,1,0.0933,0.00105,0.000525,0.333,0.371,170.983,hip-hop
51096,Stephen Zechariah;Srinisha Jayaseelan,Adi Penne,Adi Penne,68,301862,False,0.591,0.648,-7.556,0,0.0392,0.449,0.0,0.382,0.423,107.978,hip-hop
51097,Anirudh Ravichander,David,Kanave Kanave,70,284784,False,0.47,0.513,-10.076,0,0.0294,0.373,6.5e-06,0.123,0.477,95.015,hip-hop
51098,Anirudh Ravichander;Ajesh,3 (Original Motion Picture Soundtrack),Idhazhin Oram - The Innocence of Love,69,204866,False,0.65,0.783,-6.197,0,0.0377,0.22,3.71e-06,0.182,0.302,109.959,hip-hop
51099,Anirudh Ravichander;Mohit Chauhan,3 (Original Motion Picture Soundtrack),Po Nee Po - The Pain of Love,68,251786,False,0.549,0.619,-6.924,0,0.0344,0.372,7.67e-06,0.146,0.407,90.034,hip-hop
51100,Drake;Wizkid;Kyla,Views,One Dance,66,173973,False,0.788,0.605,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,hip-hop
51102,Ali Gatie,YOU,It's You,80,212606,False,0.732,0.463,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,hip-hop
51103,Yo Yo Honey Singh;Millind Gaba;Asli GOLD,Paris Ka Trip,Paris Ka Trip,63,196430,False,0.814,0.723,-5.638,1,0.235,0.178,0.0,0.0445,0.768,74.981,hip-hop
51104,DIVINE,Gunehgar,Gunehgar,65,163404,False,0.643,0.906,-4.15,1,0.31,0.105,0.0,0.861,0.541,94.259,hip-hop
51106,Vilen,Ek Raat,Ek Raat,67,224040,False,0.645,0.534,-5.428,0,0.0306,0.147,4.3e-06,0.0858,0.302,90.024,hip-hop
51107,Imran Khan,Aaja We Mahiya,Aaja We Mahiya,68,232066,False,0.639,0.594,-6.497,1,0.0347,0.131,0.0,0.119,0.378,80.034,hip-hop
51108,Guru Randhawa;Sanjoy,Man Of The Moon,Moon Rise,66,174056,False,0.756,0.713,-6.91,0,0.122,0.365,0.000153,0.228,0.597,92.039,hip-hop
51109,Paradox,Hustle 2.0,Jaadugar,66,192000,False,0.674,0.566,-8.551,0,0.0802,0.77,0.0,0.181,0.186,95.045,hip-hop
51112,Arjun Kanungo;King,Ilzaam (From the Album 'Industry'),Ilzaam (From the Album 'Industry'),67,247374,False,0.697,0.66,-5.459,0,0.0352,0.472,0.0,0.243,0.301,93.011,hip-hop
51113,The Landers,Gustakhiyan,Gustakhiyan,67,152727,False,0.824,0.589,-4.961,0,0.39,0.257,0.0,0.254,0.565,88.027,hip-hop
51114,King,Pablo,Pablo,66,279120,True,0.731,0.73,-6.302,1,0.123,0.411,0.0,0.052,0.503,79.999,hip-hop
51115,Bhalwaan;Signature By SB,Priceless,Sift,67,118762,False,0.767,0.745,-6.144,1,0.0589,0.45,0.0,0.281,0.448,97.076,hip-hop
51116,Karan Aujla;KR$NA;Mehar Vaani,Ykwim,Ykwim,67,194857,False,0.837,0.575,-7.971,0,0.127,0.0361,7.23e-06,0.457,0.655,105.015,hip-hop
51117,AP Dhillon;Shinda Kahlon;Gminxr,Arrogant,Arrogant,68,102315,False,0.751,0.739,-6.977,0,0.045,0.2,0.0,0.0926,0.405,95.003,hip-hop
51118,Jass Manak;DIVINE,No Competition,No Competition,67,205500,False,0.868,0.635,-6.352,0,0.227,0.164,0.0,0.0898,0.621,90.019,hip-hop
51119,Emiway Bantai,GRIND,GRIND,65,175449,False,0.848,0.735,-4.661,1,0.0445,0.291,0.0,0.0713,0.57,98.973,hip-hop
51120,Jaura Phagwara,Sarkar,Sarkar,66,210116,False,0.69,0.399,-11.202,1,0.0576,0.202,0.0,0.247,0.311,89.975,hip-hop
51121,Badshah;Aastha Gill,Paani Paani,Paani Paani,66,174002,False,0.886,0.579,-7.231,1,0.209,0.236,4.23e-06,0.0586,0.427,105.028,hip-hop
51122,Imran Khan,Satisfya,Satisfya,70,180056,False,0.726,0.652,-7.764,0,0.11,0.00451,3.32e-05,0.226,0.803,163.879,hip-hop
51123,Zack Knight;Jasmin Walia,"Bom Diggy Diggy (From ""Sonu Ke Titu Ki Sweety"")",Bom Diggy Diggy,69,238530,False,0.782,0.827,-4.219,0,0.0627,0.159,0.0,0.226,0.498,104.032,hip-hop
51124,Bilal Saeed,Baar Baar Dekho (Original Motion Picture Soundtrack),Teri Khair Mangdi,67,225273,False,0.718,0.58,-5.149,0,0.028,0.602,0.0,0.196,0.31,97.979,hip-hop
51125,Vilen,Kyun Dhunde,Kyun Dhunde,66,70434,False,0.711,0.346,-10.162,1,0.0291,0.766,0.0,0.212,0.771,91.993,hip-hop
51126,Sidhu Moose Wala;Stefflon Don,Moosetape,Invincible (feat. Stefflon Don),66,244444,False,0.774,0.672,-4.351,1,0.0621,0.276,1.82e-05,0.111,0.307,107.956,hip-hop
51127,Sidhu Moose Wala;Tion Wayne,Moosetape,Celebrity Killer (feat. Tion Wayne),66,203333,False,0.714,0.72,-4.722,1,0.136,0.102,0.0,0.344,0.592,143.877,hip-hop
51128,Lil Nas X,MONTERO,MONTERO (Call Me By Your Name),83,137704,True,0.593,0.503,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,hip-hop
51129,AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,HIDDEN GEMS,MAJHE AALE,66,170322,False,0.871,0.496,-9.29,1,0.0721,0.035,2.83e-05,0.0742,0.287,93.033,hip-hop
51130,Sidhu Moose Wala,Moosetape,Bitch I'm Back,66,230400,True,0.71,0.772,-4.496,0,0.103,0.203,0.0,0.853,0.789,149.829,hip-hop
51131,Jordan Sandhu,FAME,Freestyle,68,175714,False,0.733,0.812,-3.505,0,0.272,0.0872,0.0,0.136,0.535,167.995,hip-hop
51132,Anirudh Ravichander;Sunidhi Chauhan;Sanjana Kalmanje,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")","Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",66,176345,False,0.821,0.69,-4.981,1,0.187,0.0202,0.00398,0.199,0.648,140.171,hip-hop
51133,Badshah;Diljit Dosanjh;Aastha Gill,Namaste England (Original Motion Picture Soundtrack),Proper Patola,68,178604,False,0.77,0.824,-6.491,0,0.0851,0.485,0.0,0.318,0.49,172.006,hip-hop
51137,Anirudh Ravichander,"Porkanda Singam (EDM Version) [From ""Vikram""]","Porkanda Singam (EDM Version) [From ""Vikram""]",65,149433,False,0.685,0.755,-6.045,0,0.0476,0.102,0.194,0.159,0.422,158.932,hip-hop
51139,Anirudh Ravichander,Vikram (Original Background Score),Sandhanam Theme - Background Score,65,106495,False,0.619,0.84,-5.427,1,0.0515,0.082,0.275,0.28,0.0805,105.987,hip-hop
51140,Anirudh Ravichander;Vishal Dadlani,Vanakkam Chennai (Original Motion Picture Soundtrack),Oh Penne,66,276400,False,0.483,0.65,-6.752,0,0.0349,0.573,2.97e-05,0.228,0.637,94.988,hip-hop
51141,Sidhu Moose Wala,Moosetape,Signed to God,66,147741,False,0.833,0.67,-7.313,1,0.194,0.046,0.0,0.0468,0.7,92.991,hip-hop
51143,Anirudh Ravichander;Ravi G,Vikram (Original Motion Picture Soundtrack),Porkanda Singam,65,198000,False,0.527,0.591,-7.632,0,0.0282,0.626,0.00798,0.385,0.543,119.932,hip-hop
51144,Hiphop Tamizha,Meesaya Murukku (Original Motion Picture Soundtrack),Sakkarakatti,65,189358,False,0.607,0.782,-4.179,1,0.0856,0.305,0.0,0.062,0.747,64.935,hip-hop
51145,Anirudh Ravichander,Vikram (Original Motion Picture Soundtrack),Wasted,65,182608,False,0.651,0.827,-5.108,0,0.0319,0.00162,0.0902,0.0803,0.851,114.918,hip-hop
51149,Hiphop Tamizha;Raghu Dixit;Sathyaprakash D.;Jithin Raj,Imaikkaa Nodigal (Original Motion Picture Soundtrack),Neeyum Naanum Anbe,66,285250,False,0.467,0.826,-3.885,0,0.049,0.298,0.0,0.204,0.417,160.025,hip-hop
51150,French Montana;Swae Lee,Jungle Rules,Unforgettable,82,233901,True,0.726,0.769,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,hip-hop
51153,Brodha V,Aathma Raama,Aathma Raama,63,234863,False,0.78,0.758,-6.414,0,0.138,0.115,0.0,0.183,0.711,92.016,hip-hop
51154,Zack Knight,Nakhre,Nakhre,67,194676,False,0.524,0.632,-7.285,0,0.0785,0.255,0.0,0.277,0.416,169.989,hip-hop
51155,Sidhu Moose Wala;Sunny Malton,Fuck Em All,Fuck Em All,64,234130,True,0.818,0.726,-6.694,0,0.216,0.0916,1.01e-06,0.106,0.345,92.013,hip-hop
51156,Zack Knight;Nora Fatehi,Dirty Little Secret,Dirty Little Secret,67,183092,False,0.868,0.572,-6.217,0,0.112,0.101,0.0,0.103,0.485,96.985,hip-hop
51158,DIVINE,Punya Paap,Satya,64,182640,True,0.598,0.804,-5.39,1,0.123,0.0576,0.0,0.252,0.322,139.737,hip-hop
51159,Eminem,The Eminem Show,Without Me,88,290320,True,0.908,0.669,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,hip-hop
51160,Bilal Saeed;Momina Mustehsan,Baari,Baari,66,235297,False,0.658,0.539,-7.043,1,0.0433,0.857,1.45e-06,0.0999,0.461,80.088,hip-hop
51161,The Landers,Rule Over (Putt Jattan Dey),Rule Over (Putt Jattan Dey),65,140800,False,0.681,0.549,-10.269,0,0.399,0.66,0.0,0.0936,0.549,106.652,hip-hop
51162,King,Champagne Talk,Dejalo,60,202826,False,0.768,0.444,-8.079,1,0.0811,0.112,0.00314,0.145,0.563,92.078,hip-hop
51163,Imran Khan,Pata Chalgea,Pata Chalgea,64,285173,False,0.771,0.69,-7.379,1,0.174,0.0267,5.09e-06,0.0647,0.423,165.951,hip-hop
51164,Anirudh Ravichander;Dhanush,Why This Kolaveri Di? (The Soup of Love),Why This Kolaveri Di? - The Soup of Love,64,259293,False,0.82,0.785,-4.003,0,0.158,0.59,1.79e-05,0.372,0.894,140.013,hip-hop
51165,Bhalwaan;Signature By SB,Priceless,Priceless,65,107755,False,0.665,0.572,-9.611,0,0.262,0.37,0.0,0.282,0.634,146.9,hip-hop
51166,Akhil,Bachalo,Bachalo,65,165108,False,0.756,0.538,-6.625,0,0.0485,0.654,0.0,0.172,0.516,92.023,hip-hop
51167,Badshah;Neha Kakkar;Varun Dhawan,"Garmi (From ""Street Dancer 3D"")","Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",67,182738,False,0.788,0.87,-5.217,1,0.177,0.123,1.43e-05,0.0692,0.884,109.974,hip-hop
51168,Raftaar;Rashmeet Kaur;Surbhi Jyoti,Ghana Kasoota (feat. Surbhi Jyoti),Ghana Kasoota (feat. Surbhi Jyoti),64,168640,False,0.877,0.781,-4.459,0,0.0548,0.0315,0.000397,0.239,0.373,102.994,hip-hop
51169,MC STAN,Insaan,Bitch,64,186666,True,0.754,0.674,-7.212,1,0.102,0.623,0.0,0.129,0.517,116.96,hip-hop
51170,Karan Aujla,Way Ahead,Oouuu,67,147200,False,0.779,0.693,-6.033,0,0.0885,0.0832,0.0,0.0874,0.469,150.019,hip-hop
51171,MC STAN,Snake,Snake,64,281088,False,0.707,0.625,-7.638,0,0.145,0.709,2.77e-06,0.298,0.477,123.028,hip-hop
51172,Kanika Kapoor;Devi Sri Prasad,"Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")","Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")",64,226313,False,0.922,0.763,-5.948,0,0.0974,0.261,0.0672,0.464,0.478,128.032,hip-hop
51173,Sidhu Moose Wala;Sunny Malton,Youngest In Charge,Youngest In Charge,64,198409,False,0.595,0.689,-6.822,1,0.283,0.00463,0.0,0.154,0.519,176.069,hip-hop
51174,Sidhu Moose Wala,Moosetape,GOAT,64,214883,False,0.724,0.728,-4.146,0,0.218,0.0459,5.84e-06,0.122,0.47,172.059,hip-hop
51180,Sidhu Moose Wala;Mr. Capone-E,No Name,Bloodlust (feat. Mr. Capone-E),65,159085,False,0.552,0.667,-8.024,1,0.333,0.0381,0.0,0.0777,0.348,174.889,hip-hop
51183,Anirudh Ravichander;Ananthakrrishnan,"So Baby (From ""Doctor"")","So Baby (From ""Doctor"")",64,252631,False,0.607,0.843,-8.15,0,0.218,0.103,4.42e-05,0.107,0.582,133.131,hip-hop
51186,Anirudh Ravichander;Jonita Gandhi,"Chellamma (From ""Doctor"")","Chellamma (From ""Doctor"")",64,236500,False,0.498,0.679,-7.252,0,0.214,0.256,0.000325,0.0589,0.743,99.702,hip-hop
51191,Hiphop Tamizha;Teejay;Al Rufian,Imaikkaa Nodigal (Original Motion Picture Soundtrack),Kadhal Oru Aagayam,64,161762,False,0.488,0.585,-4.39,0,0.0263,0.664,0.0,0.386,0.399,143.96,hip-hop
51200,Future,FUTURE,Mask Off,83,204600,True,0.833,0.434,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,hip-hop
51202,The Local Train,Aalas Ka Pedh,Choo Lo,67,233630,False,0.512,0.695,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,hip-hop
51203,Drake;21 Savage,"Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),91,218364,True,0.529,0.673,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,hip-hop
51204,Yo Yo Honey Singh,Dheere Dheere,Dheere Dheere,66,212412,False,0.73,0.58,-7.976,1,0.124,0.0399,2.48e-05,0.0703,0.55,167.915,hip-hop
51205,Masked Wolf,Astronaut In The Ocean,Astronaut In The Ocean,79,132780,True,0.778,0.695,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,hip-hop
51206,AP Dhillon;Gurinder Gill;Money Musik;AR Paisley,Not by Chance,Takeover,65,209142,True,0.788,0.752,-3.823,1,0.0843,0.0711,0.0,0.61,0.236,140.032,hip-hop
51207,King,Champagne Talk,Na Ja Tu,57,202105,False,0.815,0.427,-7.521,1,0.082,0.59,0.0,0.0648,0.167,95.172,hip-hop
51208,AP Dhillon;Gurinder Gill;Gminxr,Droptop,Droptop,66,141176,False,0.899,0.479,-10.432,1,0.272,0.0126,0.0,0.142,0.309,85.005,hip-hop
51209,King,Khwabeeda,Sinner,63,229104,False,0.731,0.694,-4.314,0,0.0896,0.721,0.0,0.154,0.656,62.995,hip-hop
51210,King,Champagne Talk,Champagne Talk,58,163008,False,0.677,0.68,-5.19,0,0.103,0.0616,4.49e-05,0.0812,0.473,189.954,hip-hop
51211,Sidhu Moose Wala;Byg Byrd,"Dollar (From ""Dakuaan Da Munda"")","Dollar - From ""Dakuaan Da Munda""",64,157516,False,0.612,0.829,-4.225,1,0.0583,0.0606,0.0,0.38,0.694,94.961,hip-hop
51216,Eminem,The Marshall Mathers LP,The Real Slim Shady,87,284200,True,0.949,0.661,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,hip-hop
51218,King,The Carnival,IICONIC,63,178339,True,0.549,0.751,-4.398,0,0.179,0.637,0.0,0.113,0.164,138.504,hip-hop
51224,Sidhu Moose Wala;The Kidd,"Hathyar (From ""Sikander 2"")","Hathyar - From ""Sikander 2""",63,276279,False,0.537,0.768,-4.412,0,0.177,0.139,0.0,0.108,0.508,171.997,hip-hop
51234,Anirudh Ravichander;Jonita Gandhi,Don (Original Motion Picture Soundtrack),Private Party,63,216774,False,0.861,0.886,-5.413,0,0.122,0.182,1.29e-06,0.0559,0.898,124.031,hip-hop
51243,Hiphop Tamizha;Kaushik Krish;Padmalatha,Thani Oruvan (Original Motion Picture Soundtrack),Kannala Kannala - The Melting Point of Love,63,215456,False,0.593,0.776,-4.343,0,0.0325,0.216,2.94e-05,0.329,0.634,81.992,hip-hop
51250,Drake,Scorpion,God's Plan,84,198973,True,0.754,0.449,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,hip-hop
51251,Lil Nas X,7 EP,Old Town Road,77,113000,False,0.907,0.53,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,hip-hop
51252,Yo Yo Honey Singh,International Villager,Brown Rang,62,211394,False,0.804,0.902,-3.067,0,0.0846,0.265,0.000402,0.065,0.72,155.98,hip-hop
51254,Lil Nas X,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),79,137875,True,0.61,0.508,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,hip-hop
51255,KR$NA,Machayenge 4,Machayenge 4,61,398750,True,0.833,0.8,-4.56,0,0.298,0.262,0.0,0.435,0.685,124.982,hip-hop
51256,AP Dhillon;Gurinder Gill;Manni Sandhu,Majhail,Majhail,66,175187,False,0.811,0.844,-4.395,1,0.0898,0.31,0.0,0.731,0.889,93.48,hip-hop
51257,Vishal Dadlani,Talaash,Jee Le Zaraa,65,215202,False,0.584,0.698,-6.61,0,0.0376,0.447,0.0,0.0699,0.436,79.993,hip-hop
51258,King,Champagne Talk,Pablo,57,279120,True,0.731,0.73,-6.302,1,0.123,0.411,0.0,0.052,0.503,79.999,hip-hop
51259,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem),90,210575,True,0.637,0.715,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,hip-hop
51260,King,Champagne Talk,OOPS,57,163200,False,0.918,0.673,-5.084,1,0.184,0.314,0.0,0.0555,0.828,99.952,hip-hop
51261,PSY;SUGA,PSY 9th,That That (prod. & feat. SUGA of BTS),81,174646,False,0.905,0.962,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,hip-hop
51262,KR$NA,No Cap,No Cap,62,205423,True,0.888,0.782,-6.195,0,0.21,0.23,0.0,0.315,0.82,118.017,hip-hop
51263,Tegi Pannu;Manni Sandhu,Fully Loaded,Fully Loaded,65,148858,True,0.783,0.607,-7.268,0,0.133,0.091,0.0,0.0986,0.862,92.109,hip-hop
51264,Varinder Brar,12 Bande,12 Bande,64,204507,False,0.706,0.693,-5.502,1,0.259,0.0123,0.0,0.346,0.838,141.794,hip-hop
51265,MC STAN,Broke Is A Joke,Broke Is A Joke,62,215409,True,0.74,0.648,-5.171,0,0.0374,0.659,0.0,0.11,0.4,122.03,hip-hop
51266,King,Champagne Talk,Broken Dreams,55,197351,False,0.859,0.599,-9.738,1,0.145,0.511,0.0,0.11,0.183,98.008,hip-hop
51267,Sidhu Moose Wala,Pbx 1,Death Route,62,217520,False,0.699,0.633,-6.733,0,0.139,0.397,0.0,0.0864,0.534,159.955,hip-hop
51268,Benny Dayal;Shalmali Kholgade;Pritam,Race 2 (Original Motion Picture Soundtrack),Lat Lag Gayee,65,280369,False,0.79,0.892,-4.038,0,0.0404,0.228,1.18e-06,0.206,0.896,131.991,hip-hop
51269,Lil Nas X;Jack Harlow,MONTERO,INDUSTRY BABY (feat. Jack Harlow),81,212352,True,0.741,0.691,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,hip-hop
51270,Rav Aulakh,Lethal,Lethal,63,151128,False,0.781,0.768,-5.525,0,0.183,0.744,5.92e-06,0.11,0.816,143.156,hip-hop
51271,Sidhu Moose Wala,Pbx 1,Jaat Da Muqabala,63,204360,False,0.716,0.934,-2.431,1,0.0448,0.0561,7.33e-06,0.147,0.749,99.983,hip-hop
51272,Sidhu Moose Wala,Pbx 1,Dawood,63,197102,False,0.664,0.834,-3.761,0,0.0846,0.0326,0.0,0.273,0.47,86.025,hip-hop
51273,King,Champagne Talk,Me & Me,55,276096,False,0.82,0.491,-8.562,1,0.28,0.237,0.0,0.102,0.547,120.059,hip-hop
51274,Tegi Pannu;Manni Sandhu,Into You,Into You,64,174508,False,0.72,0.711,-6.926,0,0.0457,0.309,0.0,0.492,0.713,148.223,hip-hop
51275,Anirudh Ravichander;Shweta Mohan,Thangamagan (Original Motion Picture Soundtrack),Enna Solla - The New Life of Tamizh,62,215999,False,0.621,0.515,-9.019,1,0.0453,0.616,0.000137,0.11,0.657,109.891,hip-hop
51276,Ranveer Singh;Dub Sharma;DIVINE,Gully Boy,Apna Time Aayega,63,140463,False,0.766,0.618,-8.552,0,0.124,0.0187,0.000115,0.181,0.513,95.054,hip-hop
51277,Eminem;Nate Dogg,The Eminem Show,Till I Collapse,86,297786,True,0.548,0.847,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,hip-hop
51278,Vilen,Aankhein,Aankhein,63,219428,False,0.416,0.363,-8.371,1,0.0294,0.512,1.3e-05,0.106,0.469,140.061,hip-hop
51279,Wazir Patar;Azaad,Keep It Gangsta,Pind Da Riwaaz,62,188181,True,0.904,0.767,-1.909,1,0.232,0.0457,9.17e-06,0.072,0.656,87.989,hip-hop
51280,Daler Mehndi;Hrishikesh;Neuman;FRANCO;Shazneen Arethna;Samantha;Sunayana,Hanuman Returns,Aasman Ko Chukar,64,274081,False,0.536,0.438,-12.894,1,0.103,0.119,0.0,0.129,0.127,144.626,hip-hop
51281,Karan Aujla,Way Ahead,Game Over,64,154925,False,0.846,0.573,-6.005,0,0.0633,0.0437,0.0,0.0856,0.553,134.144,hip-hop
51282,Sidhu Moose Wala;Shooter Kahlon,Satisfy,Satisfy,62,280464,False,0.683,0.8,-4.874,0,0.168,0.431,0.0,0.357,0.748,172.024,hip-hop
51283,Sidhu Moose Wala,Moosetape,Built Different,63,247578,False,0.739,0.706,-3.461,0,0.0487,0.141,0.0,0.299,0.784,94.965,hip-hop
51284,Mugen Rao;Prashan Sean,Pogiren,Pogiren,63,243373,False,0.455,0.774,-7.744,0,0.0569,0.843,0.0,0.131,0.215,142.032,hip-hop
51285,Badshah,ONE (Original Never Ends),She Move It Like,65,181764,False,0.832,0.477,-6.949,1,0.0481,0.00725,6.47e-05,0.205,0.844,101.997,hip-hop
51286,Sidhu Moose Wala,Legend,Legend,62,278622,False,0.754,0.845,-2.554,0,0.161,0.126,0.0,0.603,0.793,86.978,hip-hop
51287,Anirudh Ravichander,"Enakenna Yaarum Illaye (From ""Aakko"")","Enakenna Yaarum Illaye (From ""Aakko"")",62,260812,False,0.571,0.818,-3.926,0,0.0857,0.0966,0.0,0.16,0.781,160.036,hip-hop
51288,Sidhu Moose Wala,"Jailaan (From ""Moosa Jatt"")","Jailaan (From ""Moosa Jatt"")",62,178604,False,0.593,0.791,-5.162,0,0.165,0.0343,0.0,0.0654,0.881,171.935,hip-hop
51289,Anirudh Ravichander;Dhanush,Velai Illa Pattadhaari (Original Motion Picture Soundtrack),Po Indru Neeyaga,63,223326,False,0.489,0.595,-3.788,0,0.0273,0.262,0.0,0.0813,0.459,144.859,hip-hop
51290,Anirudh Ravichander;Yuvan Shankar Raja,Master (Original Motion Picture Soundtrack),Andha Kanna Paathaakaa,62,194500,False,0.747,0.86,-4.071,0,0.279,0.301,0.0383,0.0743,0.625,90.445,hip-hop
51291,Sidhu Moose Wala;Sonam Bajwa,Moosetape,Brown Shortie (feat. Sonam Bajwa),63,208000,False,0.794,0.862,-3.965,0,0.223,0.246,0.0,0.337,0.852,90.049,hip-hop
51292,Ajay-Atul;Ajay Gogavale,Agneepath (Original Motion Picture Soundtrack),Deva Shree Ganesha,63,356826,False,0.34,0.96,-5.427,1,0.0802,0.238,4.32e-06,0.0378,0.475,150.04,hip-hop
51293,Sidhu Moose Wala,Moosetape,Burberry,63,203443,False,0.681,0.738,-4.726,1,0.287,0.225,0.0,0.532,0.624,151.026,hip-hop
51294,Sidhu Moose Wala,Moosetape,Malwa Block,63,239294,False,0.494,0.786,-4.289,1,0.284,0.165,0.0,0.783,0.594,81.175,hip-hop
51295,Anirudh Ravichander;Dhanush;Shruti Haasan,3 (Original Motion Picture Soundtrack),Kannuladha - The Kiss of Love,62,206253,False,0.592,0.548,-6.483,0,0.0282,0.436,1.59e-05,0.296,0.583,109.946,hip-hop
51296,Sidhu Moose Wala;Sikander Kahlon,Moosetape,Racks and Rounds (feat. Sikander Kahlon),63,225000,False,0.657,0.836,-3.399,0,0.127,0.376,0.0,0.0919,0.837,88.014,hip-hop
51297,Anirudh Ravichander;Shakthisree Gopalan,Vikram Vedha (Original Motion Picture Soundtrack),Yaanji,62,270375,False,0.692,0.624,-6.492,0,0.0337,0.368,0.0,0.108,0.487,132.896,hip-hop
51298,Anirudh Ravichander;Anthony Daasan,Kaathuvaakula Rendu Kaadhal (Original Motion Picture Soundtrack),Dippam Dappam,62,209032,False,0.828,0.719,-7.755,0,0.106,0.0919,0.000488,0.051,0.748,124.006,hip-hop
51299,Stephen Zechariah;Saindhavi,Nesamaguren,Nesamaguren,64,263600,False,0.413,0.419,-10.592,0,0.0314,0.602,0.000113,0.13,0.264,149.658,hip-hop
51300,Drake;Wizkid;Kyla,Views,One Dance,85,173986,False,0.792,0.625,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,hip-hop
51301,Eminem;Dido,The Marshall Mathers LP,Stan,85,404106,True,0.78,0.768,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,hip-hop
51303,Travis Scott;HVME,Goosebumps (Remix),Goosebumps - Remix,81,162802,True,0.841,0.593,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,hip-hop
51304,Sidhu Moose Wala;The PropheC,Sohne Lagde,Sohne Lagde,64,209453,False,0.589,0.716,-5.651,0,0.145,0.354,0.0,0.109,0.327,84.384,hip-hop
51305,Ajey Nagar (CarryMinati);Wily Frenzy,Yalgaar (Original),Yalgaar,61,195652,False,0.726,0.818,-6.522,0,0.176,0.538,1.01e-06,0.111,0.812,92.033,hip-hop
51306,Karan Aujla,Don't Look,Don't Look,64,186409,False,0.576,0.889,-3.211,0,0.198,0.185,0.0,0.71,0.623,175.969,hip-hop
51307,Wazir Patar,Notorious,Notorious,62,180000,True,0.829,0.615,-5.223,1,0.261,0.0657,0.0,0.0683,0.525,83.93,hip-hop
51308,Jass Manak,Prada,Prada,63,182115,False,0.721,0.65,-5.426,0,0.0903,0.0361,0.0,0.358,0.502,156.008,hip-hop
51309,Paradox,Hustle 2.0,Bt Ho Gayi,62,160851,False,0.805,0.703,-6.363,0,0.399,0.113,0.0,0.165,0.771,93.97,hip-hop
51310,Akull,Holi Party With Akull,Laal Bindi,62,202963,False,0.746,0.599,-6.428,0,0.0463,0.407,0.0,0.162,0.283,141.95,hip-hop
